DateAcquired,RawFile,Instrument,ExperimentMsOrder,Ms1Analyzer,Ms2Analyzer,Ms3Analyzer,TotalAnalysisTime(min),TotalScans,NumMs1Scans,NumMs2Scans,NumMs3Scans,Ms1ScanRate(/s),Ms2ScanRate(/s),Ms3ScanRate(/s),MeanDutyCycle(s),MeanMs2TriggerRate(/Ms1Scan),Ms1MedianSummedIntensity,Ms2MedianSummedIntensity,MedianPrecursorIntensity,MedianMs1IsolationInterference,MedianMs2PeakFractionConsumingTop80PercentTotalIntensity,NumEsiInstabilityFlags,MedianMassDrift(ppm),IdentificationRate(IDs/Ms2Scan),DigestionEfficiency,MissedCleavageRate(/PSM),MedianPeptideScore,CutoffDecoyScore(0.05FDR),NumberOfPSMs,NumberOfUniquePeptides,MedianMs1FillTime(ms),MedianMs2FillTime(ms),MedianMs3FillTime(ms),MedianPeakWidthAt10%H(s),MedianPeakWidthAt50%H(s),MedianAsymmetryAt10%H,MedianAsymmetryAt50%H,MeanCyclesPerAveragePeak,PeakCapacity,TimeBeforeFirstExceedanceOf10%MaxIntensity,TimeAfterLastExceedanceOf10%MaxIntensity,FractionOfRunAbove10%MaxIntensity,PsmChargeRatio3to2,PsmChargeRatio4to2,SearchParameters
07/03/2025 17:27:30,/demo/input/DEMO_01.raw,Orbitrap Fusion Lumos,Ms2,MassAnalyzerFTMS,MassAnalyzerFTMS,Any,99.9962434104,41178,4733,36445,0,0.788862967677536,6.07439485675212,0,1.32656831999981,7.70019015423621,1304074653.40234,1859342.54577637,984879.5625,0.25055715750626,0.310734463276836,0,-1,-1,-1,-1,0,0,0,0,1.98662042617798,86,,18.8166218515766,8.91060483368278,1.15393017476934,1.05680262162092,14.184434806629,673.339256880976,17.3305066365333,3.78045482026666,0.78888546073049,-1,-1,None
