DateAcquired,RawFile,Instrument,ExperimentMsOrder,Ms1Analyzer,Ms2Analyzer,Ms3Analyzer,TotalAnalysisTime(min),TotalScans,NumMs1Scans,NumMs2Scans,NumMs3Scans,Ms1ScanRate(/s),Ms2ScanRate(/s),Ms3ScanRate(/s),MeanDutyCycle(s),MeanMs2TriggerRate(/Ms1Scan),Ms1MedianSummedIntensity,Ms2MedianSummedIntensity,MedianPrecursorIntensity,MedianMs1IsolationInterference,MedianMs2PeakFractionConsumingTop80PercentTotalIntensity,NumEsiInstabilityFlags,MedianMassDrift(ppm),IdentificationRate(IDs/Ms2Scan),DigestionEfficiency,MissedCleavageRate(/PSM),MedianPeptideScore,CutoffDecoyScore(0.05FDR),NumberOfPSMs,NumberOfUniquePeptides,MedianMs1FillTime(ms),MedianMs2FillTime(ms),MedianMs3FillTime(ms),MedianPeakWidthAt10%H(s),MedianPeakWidthAt50%H(s),MedianAsymmetryAt10%H,MedianAsymmetryAt50%H,MeanCyclesPerAveragePeak,PeakCapacity,TimeBeforeFirstExceedanceOf10%MaxIntensity,TimeAfterLastExceedanceOf10%MaxIntensity,FractionOfRunAbove10%MaxIntensity,PsmChargeRatio3to2,PsmChargeRatio4to2,SearchParameters
07/03/2025 23:12:07,/demo/input/DEMO_03.raw,Orbitrap Fusion Lumos,Ms2,MassAnalyzerFTMS,MassAnalyzerFTMS,Any,99.98997622,41352,4738,36614,0,0.78974582905113,6.10294507912158,0,1.3276997119992,7.72773322076826,1183493771.18555,1801927.58441162,921149.21875,0.246654892862186,0.3125,1,-1,-1,-1,-1,0,0,0,0,2.15855264663696,86,,18.9490313503397,8.9879673207399,1.15279930190949,1.0474931154209,14.2720761171266,667.501912474924,17.0455555925333,3.92006545306667,0.790325805643535,-1,-1,None
