DateAcquired,RawFile,Instrument,ExperimentMsOrder,Ms1Analyzer,Ms2Analyzer,Ms3Analyzer,TotalAnalysisTime(min),TotalScans,NumMs1Scans,NumMs2Scans,NumMs3Scans,Ms1ScanRate(/s),Ms2ScanRate(/s),Ms3ScanRate(/s),MeanDutyCycle(s),MeanMs2TriggerRate(/Ms1Scan),Ms1MedianSummedIntensity,Ms2MedianSummedIntensity,MedianPrecursorIntensity,MedianMs1IsolationInterference,MedianMs2PeakFractionConsumingTop80PercentTotalIntensity,NumEsiInstabilityFlags,MedianMassDrift(ppm),IdentificationRate(IDs/Ms2Scan),DigestionEfficiency,MissedCleavageRate(/PSM),MedianPeptideScore,CutoffDecoyScore(0.05FDR),NumberOfPSMs,NumberOfUniquePeptides,MedianMs1FillTime(ms),MedianMs2FillTime(ms),MedianMs3FillTime(ms),MedianPeakWidthAt10%H(s),MedianPeakWidthAt50%H(s),MedianAsymmetryAt10%H,MedianAsymmetryAt50%H,MeanCyclesPerAveragePeak,PeakCapacity,TimeBeforeFirstExceedanceOf10%MaxIntensity,TimeAfterLastExceedanceOf10%MaxIntensity,FractionOfRunAbove10%MaxIntensity,PsmChargeRatio3to2,PsmChargeRatio4to2,SearchParameters
07/03/2025 20:19:42,/demo/input/DEMO_02.raw,Orbitrap Fusion Lumos,Ms2,MassAnalyzerFTMS,MassAnalyzerFTMS,Any,99.9913327717333,41270,4811,36459,0,0.801902836082613,6.07702670977676,0,1.32390820799969,7.57825815838703,1154315290.16602,1801608.96594238,935918.25,0.251911257017178,0.31547619047619,1,-1,-1,-1,-1,0,0,0,0,2.24155306816101,86,,18.7789742467373,8.92253735129039,1.15296871296534,1.06117602926184,14.1844986935391,672.405799139674,17.1885829637333,3.90340745333334,0.789064833195156,-1,-1,None
