RetentionTime	Intensity
7.05958244533333	41405.0391235352
7.06408015626667	70760.6045532227
7.09324273733333	82447.8393554688
7.34339907946667	83730.168762207
7.36454414266667	104452.281921387
7.4481899824	86620.0827636719
7.51109974426667	80008.7280273438
8.2710638736	61481.6116333008
8.34455522426667	79955.5056152344
8.44971889493333	83747.9092407227
8.51298554453333	64867.8671264648
8.52355349546667	63746.1409912109
8.5765585944	70635.8074951172
8.6451590568	40870.0623779297
8.64964337493333	58697.5889892578
8.6537769008	73342.1794433594
8.66039265706667	38316.374206543
8.66497418586667	67291.1918334961
8.6689567136	55222.9614868164
8.67344173066667	32202.6459350586
8.67531655146667	34058.4209594727
8.67719401893333	56782.3909301758
8.68120220426667	39480.3890991211
8.68568401626667	46330.5360717773
8.6875621592	79208.7817382813
8.6916112344	35382.0975952148
8.696104776	66119.2438354492
8.69814871946667	43851.8594360352
8.70002667466667	21857.4398193359
8.70190206453333	45985.6924438477
8.70377918346667	63266.0229492188
8.70826174933333	36214.4794921875
8.71274574586667	56063.0435180664
8.72738695706667	76757.2279663086
8.737782088	47025.8143920898
8.74853592506667	55908.0154418945
8.75916318453333	50386.517578125
8.7698263056	63151.3050537109
8.78048703786667	44832.4689941406
8.78497434106667	152844.104370117
8.8141130576	84260.1098632813
8.8458722744	73955.4519042969
8.86714189786667	75664.0138549805
8.909413196	93441.9102172852
8.9516082776	85248.0871582031
8.96214967093333	55994.6034545898
9.1621165496	69047.8475952148
9.1726780056	37298.836730957
9.20454388106667	46287.9470825195
9.20902802453333	40391.0896606445
9.21102924373333	70054.8658447266
9.26116197386667	93804.6106567383
9.2823651872	55621.3586425781
9.30368603973333	78845.1698608398
9.356428132	54188.8463745117
9.36700197386667	61965.3124389648
9.3883583784	100177.59375
9.39893350213333	53085.4166870117
9.43092764933333	71091.5278930664
9.44153059573333	112037.09552002
9.4460154128	101307.748596191
9.453978224	67331.9880371094
9.464671256	47698.7407836914
9.47540754453333	76029.707824707
9.48545523413333	97269.4423828125
9.49607711146667	47025.2940673828
9.51463231946667	74674.2626953125
9.51911924346667	139318.286071777
9.54448866613333	81379.4058227539
9.57280873866667	43801.1032714844
9.57729556133333	92710.510559082
9.59388348293333	132540.750244141
9.59845416213333	88037.0112304688
9.60526482	58684.2300415039
9.61460467466667	94287.8028564453
9.62425389786667	69870.3986206055
9.6340951024	60667.4053955078
9.64325525253333	86254.9167480469
9.6619694264	79093.1077880859
9.6814748624	88173.1090698242
9.685960276	94363.2348632813
9.6927687456	76498.3434448242
9.70340434133333	85154.1564941406
9.7134109976	51270.1409301758
9.71789708586667	113848.937866211
9.7257604624	61618.3656005859
9.73567310293333	59985.7164306641
9.74015382106667	115644.705078125
9.7478078768	88479.9841918945
9.7522942584	59893.1448364258
9.7543470664	92083.4776000977
9.76116917386667	75680.4170532227
9.76574534933333	75579.7752075195
9.77326726773333	67242.7658691406
9.79227481786667	42257.143737793
9.79676995173333	33580.6702880859
9.7989835552	71659.3956298828
9.80610280693333	69436.7118530273
9.83617777253333	74996.016418457
9.85642741066667	54421.6344604492
9.86628724986667	222329.289123535
9.87077461466667	109089.176269531
